顧客ID,性別,高齢者,既婚者,音声通話,インターネット,契約期間,支払方法,国際通話,通話分数_昼,通話回数_昼,通話分数_夕,通話回数_夕,通話分数_夜,通話回数_夜,サービスコール,月間支払額,解約
5895-QSXOD,M,0,0,1,2,0,0,0,14.82,11.33,22.73,7.89,21.88,11.44,0.11,73.06,0
5896-NPFWW,M,0,1,1,1,0,1,0,29.9,39.33,86.7,26.33,56.7,31,1.67,56.07,1
5898-IGSLP,M,0,1,1,2,0,1,0,4.76,3.03,9.14,2.68,6.07,4,0.06,91.06,0
5899-OUVKV,M,0,0,1,2,0,1,0,1.85,3.06,8.56,4.23,7.88,4.13,0.1,96.1,0
5902-WBLSE,F,0,1,1,0,2,3,0,3.45,1.5,2.49,1.21,3.5,0.84,0.03,20.16,0
5906-BFOZT,M,0,0,1,0,0,0,0,181.6,91,213.2,120,207.8,104,1,19.5,0
5913-INRQV,M,1,1,1,2,1,0,0,5.01,2.53,8.16,2.59,4.78,3.44,0.03,92.02,0
5914-GXMDA,F,0,1,1,0,1,0,0,5.78,2.31,5.47,2.62,4.94,2.97,0.03,18.54,0
5916-QEWPT,F,0,1,1,1,0,3,0,104.4,65,66.45,52,68.35,53.5,1,73.9,0
5917-HBSDW,F,0,1,1,0,0,1,0,5.14,2.65,6.83,1.89,5.96,2.62,0.05,18.48,0
5917-RYRMG,M,1,0,1,0,1,3,0,3.36,3.78,8.01,1.44,7.72,4.09,0.06,18.37,0
5918-VUKWP,F,0,0,1,0,1,2,1,6.73,3.25,6.4,2.47,8.7,3.41,0.09,20.46,0
5919-TMRGD,F,0,0,1,2,0,1,0,178.9,101,169.1,110,148.6,100,4,79.4,1
5919-VCZYM,M,0,0,1,0,0,0,0,115.35,51,116.9,54.5,107.9,45,1.5,21.35,0
5921-NGYRH,M,0,1,1,2,0,0,0,2.84,1.41,2.37,1.36,2.23,1.56,0.02,74.44,0
5924-SNGKP,F,0,0,1,0,1,3,0,2.51,2.9,5.04,2.22,7.29,2.56,0.02,21.1,0
5931-FLJJF,M,1,1,1,2,0,0,0,31.09,12.43,39.86,10.14,35.81,9.29,0.29,66.8,1
5934-TSSAU,F,0,1,1,2,0,3,0,7.68,3.83,7.07,2.87,9.37,4.26,0.04,74.04,0
5940-AHUHD,M,0,0,1,2,0,0,0,189.8,96,123.4,67,214.2,106,2,70.6,1
5947-SGKCL,F,0,1,1,2,0,2,1,9.78,5.53,9.89,6.07,15.91,4.6,0.2,103.95,0
5948-UJZLF,M,0,0,1,1,0,0,0,112.2,45,79.75,44,96.4,37,0.5,48.5,0
5949-EBSQK,M,0,1,1,1,0,3,0,27.15,27,52.48,31.5,55.65,29.25,0.25,57.4,1
5949-HGVJL,F,0,1,1,1,0,1,0,7.04,3.38,5.67,3.42,13.47,4.15,0.04,75.37,0
5949-XIKAE,F,0,1,1,2,0,1,0,28.27,12.88,22.7,15.62,32.35,12.75,0.38,85.01,1
5951-AOFIH,M,0,0,1,1,0,3,0,7.3,3.09,2.3,3.21,6.81,3.48,0.06,68.04,0
5954-BDFSG,F,0,0,1,2,2,3,0,0.62,0.88,1.86,1.14,2.34,1.64,0.01,109.08,0
5955-EPOAZ,F,0,0,1,0,0,0,0,19.6,13.67,26.53,10,39.4,18.83,0.33,18.25,0
5960-WPXQM,M,0,0,1,2,0,1,1,246.8,110,206.3,63,208.4,123,0,79.1,1
5961-VUSRV,F,0,0,1,0,1,2,0,9.82,10.92,13.71,9.58,18.08,7.17,0.08,18.28,0
5968-VXZLG,M,0,0,1,1,0,2,0,99.75,53.5,103.75,55,41.95,61.5,1,43.95,0
5968-XQIVE,M,0,1,1,2,1,1,0,1.34,1.15,2.49,1.26,2.31,1.68,0.01,91.51,0
5970-GHJAW,M,0,1,1,0,2,3,0,4.32,2.43,0.92,1.96,3.9,2.7,0,18.75,0
5973-EJGDP,M,0,0,1,2,0,1,0,3.09,1.8,3.89,1.71,7.15,2.08,0.02,87.71,0
5975-BAICR,M,0,1,1,1,1,3,0,5.26,3.31,6.49,3.11,7.53,2.89,0.06,60.79,0
5976-JCJRH,M,0,1,1,2,0,1,1,27.65,12.2,19.56,7.9,21.03,7.8,0.1,73.82,1
5986-WWXDV,M,0,0,1,0,1,2,0,2.55,2.87,6.94,3.49,5.78,2.41,0.08,19.98,0
5989-PGKJB,F,0,0,1,2,0,1,0,13.09,6.5,8.28,4.88,9.34,7.69,0.12,83.76,0
5993-BQHEA,M,0,0,1,0,1,3,0,13.53,7.33,17.81,9.83,16.01,6.75,0,22.25,0
5993-JSUWV,F,0,0,1,1,2,2,1,4.65,1.42,4.38,1.18,2.65,1.65,0,60.87,0
5995-WWKKG,F,0,0,1,0,1,1,0,7.51,2.38,6.84,1.76,6.03,3.08,0,18.79,0
5996-DAOQL,M,0,0,1,0,0,0,0,144.6,115,258.8,66,253.2,113,2,20.5,0
5996-NRVXR,M,1,1,1,2,1,3,0,6.87,2.55,4.66,2.95,6.12,3.08,0.02,102.92,0
5997-OPVFA,M,0,1,1,1,2,2,0,2.25,1.58,2.88,1.6,2.86,1.58,0,86.87,0
6000-UKLWI,M,0,0,1,0,2,0,0,0.99,2.56,4.2,2.02,3.54,2.17,0.05,19.57,0
6007-TCTST,F,0,1,1,2,2,2,0,2.83,1.07,2.85,1.54,2.15,1.51,0.01,117.73,0
6016-LVTJQ,F,0,1,1,0,0,0,0,1,3.91,8.19,1.79,3.81,3.53,0,21.07,0
6016-NXBNJ,M,0,0,1,0,1,0,0,4.84,2.66,6.6,2.03,7.71,3.29,0.06,18.23,0
6022-UGGSO,F,1,0,1,2,0,1,0,8.11,3.62,8.43,3.41,5.48,4.06,0.03,71.16,1
6023-GSSXW,F,0,1,1,1,2,3,0,2.06,1.14,2.29,1.64,2.57,1.09,0.03,59.87,0
6024-RUGGH,M,0,1,1,0,2,2,0,2.36,1.58,2.75,1.46,2.69,1.14,0.01,24.98,0
6030-REHUX,F,1,1,1,2,0,1,1,5.42,4.11,3.7,4.14,5.58,3.07,0.04,114.44,0
6032-KRXXO,M,0,0,1,2,0,1,0,7.9,3.1,6.59,3.77,10.3,2.6,0.07,91.85,1
6034-YMTOB,F,0,0,1,2,0,0,0,38.74,21.6,36.64,24.8,58.74,14.4,0.2,79.9,0
6035-BXTTY,F,1,0,1,1,0,2,0,8.05,3.03,5.07,2.97,8.97,2.69,0.06,57.19,0
6036-TTFYU,F,0,1,1,0,0,0,1,16.63,7.5,11.38,5.75,12.91,6.44,0.06,19.66,0
6040-CGACY,F,0,0,1,0,0,0,0,13.59,7.87,17.81,3.2,15.01,7,0,19.96,0
6047-SUHPR,M,0,1,1,1,1,1,0,3.32,2.15,4.03,2.28,5.53,1.97,0,60.1,0
6047-YHPVI,M,0,0,1,2,0,1,0,31.82,22.8,46.26,23.4,28.64,18.2,1,63.38,1
6048-NJXHX,M,0,1,1,0,2,1,0,2.82,2.71,5.8,2.29,4.14,2.51,0.05,21.94,0
6051-PTVNS,F,0,1,1,0,1,3,0,2.35,1.42,3.42,2.11,4.27,1.85,0.04,18.15,0
6060-QBMGV,M,0,1,1,0,2,3,0,1.17,1.71,3.37,1.21,2.16,1.61,0.01,20.48,0
6061-GWWAV,M,0,0,1,1,1,0,0,6.17,3.15,6.93,2.15,6.41,2.41,0.02,70.6,0
6061-PQHMK,F,0,0,1,0,1,3,0,3.25,4.64,8.82,4.96,9.43,4.52,0,21.1,0
6064-PUPMC,M,0,1,1,1,1,3,0,5.13,3.91,6.27,3.35,9.79,3.74,0.04,61.89,0
6064-ZATLR,F,0,0,1,1,2,2,0,6.64,2.59,5.3,3.44,4.31,4.19,0.04,55.51,0
6067-NGCEU,F,0,0,1,2,0,3,0,3.16,2.23,2.38,1.46,2.94,1.18,0.05,109.34,0
6072-NUQCB,M,0,1,1,0,1,2,0,9.68,5,8.5,3.14,5.82,3.23,0.14,22.2,0
6075-QMNRR,F,0,0,1,1,0,2,0,2.2,2.35,2.46,2.96,4.87,2.1,0.04,48.76,0
6077-BDPXA,F,0,0,1,2,0,1,1,52.03,38,60.1,21,59.87,38.33,0.67,64.73,0
6078-VESFR,M,1,1,1,2,0,2,0,14.58,3.23,13.77,10.54,13.82,9.69,0.15,65.32,0
6082-GLJIX,M,0,0,1,0,0,0,0,2.09,6.39,8.01,6.17,12.59,5.61,0.06,18.41,0
6082-OQFBA,M,0,1,1,0,1,0,0,7.11,5.74,6.38,4.91,15.03,5,0.13,19,0
6086-ESGRL,F,0,0,1,2,0,3,0,266.9,83,229.7,74,251.7,99,3,80.2,1
6092-QZVPP,M,0,0,1,1,0,3,0,5.11,3.19,7.11,2.81,7.64,4.03,0.03,79.31,0
6094-ZIVKX,F,0,0,1,1,1,3,0,3.27,1.41,2.39,1.63,2.72,1.76,0.06,54.04,0
6100-FJZDG,M,0,1,1,0,1,2,0,7.32,4.73,11.59,3.69,8.25,5.15,0.04,19.46,0
6103-BOCOU,F,0,0,1,2,0,1,0,7.44,3.81,4.5,3.38,9.36,4.19,0.08,84.35,0
6103-LIANB,M,0,1,1,2,2,3,0,2.61,1.73,2.38,1.98,3.69,1.71,0.02,99.35,0
6103-QCKFX,F,0,1,1,1,0,2,0,4.91,2.14,5.12,2.8,5.33,2.48,0.05,54.99,0
6112-KTHFQ,F,0,0,1,0,0,0,0,13.25,7.08,12.51,5.85,19.25,7.77,0.08,21.48,0
6120-RJKLU,F,1,1,1,1,2,3,0,3.55,2,3.04,1.63,4.49,1.58,0.02,77.74,0
6124-ACRHJ,F,0,0,1,0,0,0,0,189.3,77,155.9,128,186,83,0,19.8,0
6127-IYJOZ,M,1,0,1,1,0,0,0,190.9,44,161.4,109,231.9,100,1,45.9,0
6128-CZOMY,F,0,0,1,1,0,1,1,115.1,114,211.3,70,136.1,85,2,45.7,1
6131-IUNXN,F,0,1,1,0,0,0,1,12.88,4.79,3.2,5.53,9.3,5.79,0.11,20.12,0
6131-JLWZM,F,0,0,1,0,0,0,0,13.48,5.69,11.67,6.08,17.73,8.38,0.08,21.18,0
6139-ZZRBQ,M,1,0,1,0,2,2,0,0.12,1.56,2.13,1.3,2.45,1.39,0,18.72,0
6140-QNRQQ,M,0,0,1,2,0,0,1,196.2,129,176.5,86,232.4,108,0,71.6,1
6143-JQKEA,M,0,0,1,1,0,3,0,23.91,10.5,20.91,11.1,26.82,13,0.5,43.62,0
6145-NNPNO,F,0,0,1,1,0,2,0,197.7,118,152.2,96,221,93,2,44.2,0
6147-CBCRA,F,0,1,1,0,0,0,0,6.6,3.58,7.02,3.88,5.62,3.88,0.09,20.29,0
6152-ONASV,F,0,1,1,1,1,2,0,1.73,1.49,2.36,1.35,3.46,2.21,0,58.47,0
6156-UZDLF,F,0,0,1,2,1,3,0,9.1,3.65,10.13,2.15,9.98,4.12,0.04,87.47,0
6164-HXUGH,F,0,1,1,0,0,0,0,23.9,21.67,48.23,8.33,32.33,16.67,0.33,19.88,0
6166-ILMNY,F,0,0,1,2,0,2,0,88.45,64,51.4,28,106.85,42,2,72.3,1
6168-YBYNP,M,0,0,1,2,0,1,0,2.69,2.32,4.12,1.85,4.2,1.64,0,110.51,0
6169-PGNCD,F,0,0,1,1,2,3,0,3.53,1.77,2.99,1.51,4.16,1.98,0.05,73.09,0
6169-PPETC,M,0,1,1,0,2,2,1,5.03,2.49,4.14,2.31,7.13,2.63,0,21.7,0
6175-IRFIT,M,0,0,1,2,0,0,0,48.44,17.6,46.64,17.8,37.7,24.2,0.6,85.28,0
6177-PEVRA,F,0,0,1,1,2,3,0,4.67,2.52,3.08,2.02,3.83,1.54,0.04,54.74,0
6179-GJPSO,F,1,0,1,2,0,3,0,6.54,2.88,7.01,2.23,4.72,2.53,0,106.99,1
6184-DYUOB,F,0,1,1,0,0,0,0,48.8,34.67,29.9,34.33,73.33,30.33,0.67,18.43,0
6185-TASNN,M,1,0,1,1,0,1,1,236.5,94,163.1,94,236.7,117,2,46.3,0
6188-UXBBR,F,0,1,1,0,1,3,0,4.42,2.39,4.41,1.82,2.9,1.87,0.03,21.44,0
6195-MELTI,M,0,0,1,1,1,0,1,3.89,1.39,2.76,1.3,3.9,2.18,0.02,54.99,0
6202-DYYFX,F,0,0,1,2,1,3,0,9.07,4.23,9.74,4.5,8.95,5,0.14,81.07,0
6202-JVYEU,M,0,0,1,0,1,1,0,18.77,14.22,13.77,11,29.59,11.67,0.22,18.29,0
6204-IEUXJ,F,0,0,1,2,0,3,0,96.8,36,84.63,30.67,87.77,42,1,72.53,1
6211-WWLTF,M,0,1,1,2,2,3,0,2.66,1.32,4.1,2.05,1.85,1.75,0.06,100.48,0
6214-EDAKZ,F,0,1,1,1,0,1,0,14.45,2.73,6.95,4.55,5.61,2.86,0.05,54.82,1
6217-KDYWC,M,0,0,1,0,2,0,0,4.71,1.46,3.13,2.49,2.92,1.86,0.04,20.54,0
6218-KNUBD,M,0,0,1,1,0,1,0,36.15,13,35.17,19.17,29.97,19.33,0.5,59.6,0
6223-DHJGV,F,0,0,1,0,1,0,0,2.46,2.62,3.07,1.95,3.98,2.69,0,22.81,0
6227-HWPWX,F,0,0,1,2,0,2,1,11.88,7.53,11.19,6.27,12.14,7.4,0.2,66.32,1
6229-LSCKB,M,1,0,1,2,0,1,0,26.22,20.5,42.95,15.67,31.73,17.83,0,82.93,0
6231-WFGFH,M,0,1,1,0,0,0,0,37.9,26.75,38.85,24,60,28,0.25,19.4,0
6234-RAAPL,F,0,1,1,2,2,2,0,1.7,0.93,2.32,0.86,2.71,1.36,0.01,100.72,0
6242-MBHPK,F,1,1,1,2,0,1,0,6.51,5.83,7.15,4.26,12.81,5.39,0.04,101.13,0
6244-BESBM,M,0,1,1,2,2,3,0,2.44,1.33,3.26,1.45,2.46,1.43,0.01,96.69,0
6248-BSHKG,M,0,1,1,0,1,0,0,2.04,1.15,4.44,1.62,3.93,1.36,0,20.11,0
6250-CGGUN,M,0,0,1,2,1,1,0,2.7,1.96,1.82,1.96,4.27,1.54,0.02,83.04,0
6253-WRFHY,M,0,1,1,1,1,1,0,15.26,11.31,16.68,9.31,8.68,9.62,0,67.49,0
6257-RJOHI,M,0,0,1,1,0,0,1,61.3,28,25.38,25.25,38.08,29,0,50.58,0
6259-WJQLC,M,1,0,1,2,0,3,0,7.18,4.06,4.51,2.91,8.2,3.44,0.06,81.85,0
6260-ONULR,M,0,0,1,1,0,0,0,40.9,126,133.4,90,264.2,91,0,62.8,0
6260-XLACS,M,0,0,1,0,1,0,0,47.98,23.75,50.23,25.25,67.97,18.5,0.25,29.45,0
6261-LHRTG,F,0,0,1,1,0,3,0,9.92,3.54,8.14,2.73,7.28,4,0.08,54.11,0
6265-FRMTQ,M,0,0,1,0,2,2,0,7.24,3.58,6.47,3.19,3.76,3.81,0.06,19.65,0
6270-OMFIW,M,0,1,1,2,1,1,1,3.92,1.63,4.2,1.32,4.76,1.27,0.07,93.5,1
6275-YDUVO,F,0,0,1,2,0,0,0,81.05,43,77.5,43,94.85,43.5,2.5,89.35,1
6278-FEPBZ,F,0,0,1,0,0,0,0,16.43,10.78,23.26,11,18.01,8.89,0.22,20.69,0
6283-GITPX,M,0,0,1,1,2,3,0,3.16,1.58,2.62,1.45,2.25,1.17,0.03,77.78,0
6286-SUUWT,M,0,0,1,0,0,0,0,185.1,92,213,85,196.1,85,2,20,0
6286-ZHAOK,F,0,1,1,0,0,2,0,6.42,5.75,8.19,4.55,12.14,6.05,0.05,25.37,0
6288-CHQJB,F,0,1,1,1,2,2,0,3.06,2,3.4,1.91,1.49,2,0.06,71.7,0
6288-LBEAR,F,0,0,1,2,0,0,0,7.16,5.26,11.43,4.7,5.38,5.7,0.04,77.56,0
6292-TOSSS,M,0,0,1,0,2,2,0,4.24,1.96,3.79,1.78,7.04,1.9,0.06,23.91,0
6296-DDOOR,F,0,0,1,1,1,1,0,8.7,6.21,11.05,5.32,9.85,4.89,0.11,55.02,0
6311-UEUME,F,0,0,1,2,0,1,1,4.39,2.76,7.67,3.97,6,3.28,0.17,82.21,1
6319-IEJWJ,M,0,1,1,2,0,1,0,9.97,5.95,6.75,4.5,9.23,2.45,0.2,88.83,1
6319-QSUSR,F,0,0,1,0,0,3,0,12.7,7.09,18.42,10.82,18.51,9.27,0.18,19.65,0
6322-HRPFA,M,0,1,1,1,0,3,0,3.77,1.98,7.18,1.63,4.4,1.84,0.02,60.62,0
6322-PJJDJ,M,0,1,1,2,2,1,0,4.37,2.29,3.84,2.18,6.81,2.39,0,95.73,0
6323-AYBRX,M,0,0,1,0,2,0,0,2.67,1.68,2,1.36,4.73,1.34,0.07,18.64,1
6339-RZCBJ,M,0,0,1,1,2,3,0,4.55,1.58,2.35,1.96,4.27,2.52,0.02,78.57,0
6339-YPSAH,M,0,0,1,2,0,1,1,12.34,14,34.82,10.56,23.97,9.11,0.11,78.26,0
6340-DACFT,F,0,1,1,0,2,3,0,3.74,1.78,5.07,1.02,5.46,2.1,0.04,21.41,0
6341-AEVKX,F,0,1,1,2,1,1,0,1.46,1.45,3.35,1.76,2.73,1.55,0.03,106.67,0
6341-JVQGF,F,0,1,1,1,1,0,0,4.79,2.94,4.23,3.13,7.08,4.58,0.03,82.12,0
6345-FZOQH,M,0,1,1,0,2,0,0,2.28,1.3,3.24,1.04,2.63,1.61,0.01,19.76,0
6349-JDHQP,F,0,0,1,0,2,3,0,2.34,2.13,4.46,1.45,1.38,1.53,0,19.8,0
6350-XFYGW,M,1,0,1,2,0,1,1,62.65,21.25,46.98,12.5,30.07,32.75,0.25,105.6,0
6353-BRMMA,F,0,1,1,2,0,2,0,4.34,2.09,4.92,1.52,4.47,1.43,0,104.55,0
6356-ELRKD,F,0,0,1,2,0,1,0,260.1,101,256.5,68,229.1,89,1,95.6,1
6357-JJPQT,F,0,0,1,2,0,1,0,51.57,34,99.33,36,70.07,31.67,0,77.47,0
6360-SVNWV,F,1,0,1,2,0,3,0,6.15,3.48,4.91,3.06,4.67,3.13,0.03,67.57,0
6365-HITVU,F,0,1,1,1,2,3,0,2.47,1.24,2.68,0.92,1.95,1.32,0.03,89.14,0
6365-MTGZX,M,0,0,1,2,0,1,1,6.72,3.46,5.18,3.46,10.92,4.08,0,88.44,1
6366-XIVKZ,F,0,1,1,1,0,0,0,16.94,8.31,14.49,9.54,13.28,8.69,0.15,62.83,0
6368-TZZDT,M,0,1,1,0,2,3,0,51.15,24.5,53.12,22.5,45.52,23.75,0.5,24.23,0
6371-NZYEG,M,0,1,1,1,2,0,0,14.06,6.06,11.76,5.25,15.91,3.81,0,64,0
6372-RFVNS,F,0,1,1,2,0,1,0,289.1,100,233.8,97,223.5,148,2,78.8,1
6374-AFWOX,M,0,1,1,1,2,0,0,2.68,1.7,3.7,1.85,3.61,1.7,0.02,66.24,0
6374-NTQLP,M,1,1,1,2,2,3,0,2.46,1.25,3.12,1.12,2.84,1.07,0.01,103.44,0
6376-GAHQE,M,0,0,1,2,0,1,1,74.6,19.5,67.62,35.5,26.82,21,0,74.8,1
6377-KSLXC,M,0,0,1,0,0,0,0,28.02,24,46.28,25.6,37.62,25.4,0.4,21.42,0
6380-ARCEH,M,0,0,1,0,0,0,0,85.8,77,165.3,110,178.5,92,3,20.2,0
6383-ZTSIW,F,1,1,1,2,1,0,0,5.34,3.08,4.47,2.54,7.97,2.69,0.03,99.44,0
6384-VMJHP,F,0,0,1,1,2,3,0,1.99,1.28,2.9,1.97,2.4,1.33,0.01,73.13,0
6388-TABGU,M,0,0,1,1,1,2,0,2.61,1.98,3.15,1.66,4.1,1.66,0.02,56.26,0
6390-DSAZX,F,0,0,1,2,0,0,0,272.1,111,268.5,118,213.8,105,1,73.6,1
6394-HHHZM,M,0,0,1,0,0,0,0,73.67,42,68.17,36.67,39.33,32.67,1.33,19.17,0
6402-EJMWF,M,0,0,1,1,0,0,0,49.55,26.75,70.1,33,32.4,18.25,0.25,59.62,0
6407-UTSLV,F,1,0,1,2,0,2,1,47.35,55.5,77.2,49,100.2,54.5,1,81.85,0
6410-LEFEN,F,0,0,1,1,0,1,0,17.17,13.56,23.8,7.89,19.78,11.67,0.33,46.28,1
6416-JNVRK,F,0,0,1,1,1,3,0,1.84,2.07,2.97,1.37,5.45,3.22,0.04,58.45,0
6416-YJTTB,M,0,0,1,2,0,2,0,11.13,8,13.07,10.09,14.27,9.64,0.09,72.34,0
6418-HNFED,M,0,1,1,1,2,3,0,3.04,2.16,4.53,2.61,5.13,1.96,0,80.19,0
6418-PIQSP,F,0,1,1,1,2,0,0,4.53,1.06,2.59,1.74,1.26,1.19,0.02,80.42,0
6419-ZTTLE,M,1,1,1,0,1,1,0,11.15,4.87,8.67,3.91,8.19,5.3,0.13,21.1,0
6421-SZVEM,F,0,1,1,2,1,2,0,7.14,3.86,10.3,2.86,6.45,3.68,0.04,82.89,0
6425-JWTDV,M,0,1,1,0,2,0,0,1.92,2.44,5.28,1.6,4.46,1.88,0.02,17.81,0
6439-LAJXL,M,0,1,1,1,0,0,0,23.02,12.33,28.23,15.22,18.81,10.22,0.22,65.99,0
6440-DKQGE,M,0,0,1,1,1,3,0,6.02,3.07,6.26,2.13,8.85,1.77,0.1,64.33,0
6447-EGDIV,F,0,0,1,0,1,0,0,3.86,4.77,7.48,3.1,7.17,3.65,0.06,22.04,0
6458-CYIDZ,F,1,0,1,2,0,1,0,41.24,22.6,35.28,20.4,59.42,23.8,0.2,74.96,0
6461-PPAXN,F,0,1,1,1,1,2,0,7.95,2.54,2.67,4.09,3.07,1.2,0,54.74,0
6463-MVYRY,F,1,0,1,1,2,2,0,4.2,1.26,3.31,2.18,1.85,2.04,0.02,70.23,0
6469-MRVET,M,0,1,1,0,1,1,0,281.4,102,202.2,76,187.2,113,2,20.2,0
6469-QJKZW,F,0,1,1,0,0,1,0,61.6,20.75,40.08,22,42.73,24.75,0.25,22.85,0
6475-VHUIZ,F,0,1,1,1,0,1,0,4.48,3.91,10.57,5.87,3.32,4,0.13,53.11,0
6476-EPYZR,M,0,1,1,0,0,0,0,14.72,11,20.34,6.67,14.69,10,0.17,21.29,0
6476-YHMGA,F,0,1,1,1,0,2,0,10.19,5.8,14.21,6.6,13.69,7.6,0.13,77.04,0
6478-HRRCZ,M,0,1,1,1,1,0,0,4.83,4.03,6.05,2.72,5.65,4.53,0.06,68.81,0
6479-OAUSD,M,0,0,1,0,1,3,0,7.26,4.32,10.15,2.16,4.49,3.76,0.04,20.43,0
6479-SZPLM,M,0,1,1,0,2,3,0,4.55,2.22,4.94,3.42,5.29,2.94,0,20.96,0
6479-VDGRK,F,0,1,1,1,2,2,0,3.69,1.14,2.51,1.04,2.93,1.57,0.01,85.13,0
6480-YAGIY,M,0,0,1,2,1,3,0,3.17,2.04,4.63,2.27,5.09,2.67,0.04,111.82,0
6481-OGDOO,M,0,1,1,2,1,3,0,3.73,1.9,3.8,1.76,4.08,1.46,0.03,90.39,1
6483-OATDN,M,0,1,1,1,0,3,0,18.11,17,18.91,14.38,31.55,9.12,0.25,51.45,0
6490-FGZAT,M,0,0,1,0,0,0,0,19.23,15,36.23,13,39.98,17,0.17,18.22,0
6496-JDSSB,F,0,0,1,2,0,2,0,29.76,8.12,23.4,12.25,23.75,14.38,0.5,78.08,0
6497-TILVL,F,0,1,1,1,0,0,0,26.59,16,27.17,9.43,40.4,8.14,0.29,50.06,0
6502-KUGLL,F,0,1,1,1,0,2,0,10.46,7.21,20.32,10.14,12.57,7,0.21,55.78,0
6504-VBLFL,M,0,1,1,1,2,1,0,3.06,2.35,4.11,1.76,3.49,1.73,0,55.79,0
6506-EYCNH,F,0,1,1,0,0,2,0,7.71,3.04,6.67,4.07,7.53,3.89,0.07,19.42,0
6507-DTJZV,M,0,0,1,1,0,3,0,13.55,9.23,18.15,10.62,11.73,8,0.08,63.98,0
6507-ZJSUR,M,1,1,1,2,0,1,0,5.39,4.43,8.82,3.52,8.92,5.61,0.04,92.06,0
6508-NJYRO,M,0,1,1,0,1,0,0,13.51,5.93,10.87,6.4,17.87,10.07,0,19.67,0
6516-NKQBO,M,0,1,1,1,2,3,0,4.37,3.32,5.7,2.45,4.56,2.26,0.11,81.18,0
6518-PPLMZ,M,0,1,1,0,2,0,0,3.58,1.7,3.58,2.23,3.88,1.57,0.02,20.95,0
6519-CFDBX,F,0,0,1,1,0,1,0,112.4,55.5,95,50.5,110.7,55,0.5,40.5,0
6519-ZHPXP,F,0,1,1,2,2,2,0,0.68,1.68,2,1.89,2.82,1.35,0.01,106.66,0
6522-YRBXD,M,1,1,1,2,0,1,0,5.14,2.86,6.54,2.94,3.98,3,0.09,96.15,0
6527-PZFPV,M,0,1,1,0,1,3,0,7.28,3.17,7.36,4.75,8.93,3.79,0.08,19.57,0
6538-POCHL,M,0,0,1,2,0,3,0,4.74,3.18,5.62,2.97,6.87,2.91,0.03,78.08,0
6543-JXSOO,F,0,1,1,1,1,0,0,8.5,4.65,6.72,4.17,6.21,4.22,0.04,55.78,0
6549-YMFAW,M,1,1,1,0,0,0,0,19.19,9.56,14.82,12.56,28.83,7.78,0.11,22.73,0
6551-GNYDG,F,0,1,1,2,0,2,0,15.11,5,15.49,5.71,10.96,4.29,0.07,82.34,0
6551-VLJMV,M,0,1,1,0,2,3,0,3.33,2.53,5.46,2.85,6.98,4.26,0.03,19.97,0
6556-DBKZF,F,0,1,1,2,2,1,0,2.77,1.54,2.85,1.8,2.91,1.13,0.01,76.57,0
6557-BZXLQ,M,1,0,1,2,0,1,0,4.78,7.25,7.22,4.62,14.14,5.88,0.19,65.21,0
6559-PDZLR,M,0,0,1,2,0,1,0,7.98,2.5,5.87,2.96,8.95,3.65,0.04,97.58,0
6563-VNPMN,F,1,0,1,2,0,2,0,5.27,1.84,3.42,1.44,5.27,2.33,0.02,83.96,0
6563-VRERX,M,0,1,1,0,1,0,0,6.25,4.58,4.5,2.7,5.07,2.76,0.03,20.92,0
6567-HOOPW,F,1,0,1,2,0,1,0,217.8,91,220.6,97,277.3,89,1,79.2,1
6568-POCUI,F,0,1,1,2,2,3,0,3.63,1.78,6.11,3.02,8.49,3.27,0.04,95.24,0
6569-KTMDU,F,0,0,1,0,0,0,0,176,118,277.9,116,174.7,71,1,19.1,0
6572-ADKRS,F,0,0,1,2,0,3,0,4.27,3.02,6.11,1.96,1.94,1.63,0.02,77.14,0
6575-SUVOI,F,1,1,1,1,0,3,1,6.26,4.64,5.22,4.56,8.29,4.36,0.04,70.11,0
6578-KRMAW,M,0,0,1,2,0,3,0,4.11,2.78,4.28,3.41,8.01,3.34,0.09,93.1,0
6579-JPICP,M,0,0,1,0,0,0,0,106.7,76,209.8,77,190.4,117,1,20.4,0
6582-OIVSP,F,0,0,1,1,0,0,0,249.5,101,259.7,98,222.7,68,1,45.3,0
6582-PLFUU,M,0,1,1,0,2,3,0,5.26,2.2,4.36,2.12,2.31,2,0,21.31,0
6583-KQJLK,F,1,1,1,2,0,1,0,9.42,6.4,15.36,5.87,14.91,5.67,0.2,85.67,0
6583-SZVGP,M,0,0,1,2,2,2,0,3.86,2.38,3.99,2.48,3,1.62,0.04,105.57,0
6584-VQMYT,M,0,0,1,1,1,0,0,8.03,1.11,5.34,4.63,5.01,3.93,0.07,58.06,0
6585-WCEWR,M,0,1,1,0,2,1,0,3.09,1.58,3,1.57,3.1,1.69,0.01,18.81,0
6586-PSJOX,M,0,0,1,1,1,3,0,12.59,7,10.24,7.73,14.22,7.07,0.13,57.64,0
6598-RFFVI,M,0,0,1,0,1,3,0,147.35,45,147.3,36,130.05,60.5,0.5,14.15,1
6599-CEBNN,F,0,0,1,2,0,3,0,10.32,2.21,6.37,2.76,7.47,2.94,0.03,74.25,1
6599-GZWCM,F,0,0,1,2,1,0,0,13.8,8.69,21.18,7.69,18.93,8.08,0,74.33,0
